user_id,session_id,timestamp,profession,tool,use_case,iterations,prompt_complexity,quality_with_ai,quality_without_ai,productivity_gain,final_quality_label,confidence_with_ai,confidence_without_ai,overreliance_score,learning_loss,hallucination_flag,failure_type,ease_of_use,ui_complexity,requires_login,subscription_type,session_length,deadline_pressure
35247,182246,2023-02-17 10:18:46,Architect,Replit Ghostwriter,Image Generation,3,low,7.5,4.976585082485732,25.23,medium,7,3,5.98,1,0,none,8,medium,1,paid,26,medium
40774,171779,2024-11-23 08:52:52,Business Analyst,Synthesia,Medical Notes,6,low,9.0,6.42476260496212,25.75,high,8,5,7.94,1,0,none,7,low,1,freemium,31,low
38460,66812,2023-01-09 00:31:16,YouTuber,Cursor AI,Email Drafting,2,low,7.0,5.044647903730542,19.55,medium,7,4,8.41,1,1,incomplete,6,high,0,freemium,37,medium
982,154775,2023-02-23 19:22:43,Software Developer,Gemini,Image Generation,3,high,7.5,4.034191445321952,34.66,medium,7,5,3.39,1,0,none,5,high,1,paid,23,medium
20920,163108,2024-02-20 14:28:36,Accountant,GitHub Copilot,Legal Drafting,1,low,6.5,4.938668661325389,15.61,medium,7,6,7.34,1,0,none,10,high,0,free,28,low
24901,143028,2024-05-22 05:29:20,Software Developer,Claude,Image Generation,6,high,9.0,5.883617378951783,31.16,high,8,4,4.96,1,1,incomplete,5,high,1,paid,21,low
11143,136006,2024-12-06 19:47:36,Police Officer,Replit Ghostwriter,Code Generation,4,high,8.0,6.013963591095441,19.86,high,8,5,8.77,0,0,none,9,medium,0,paid,33,low
33873,149764,2023-08-16 19:36:25,Business Analyst,GitHub Copilot,Blog Writing,2,low,7.0,4.1407949779061966,28.59,medium,6,4,4.48,0,0,none,7,medium,0,freemium,33,medium
7018,179794,2023-11-30 14:46:12,Civil Engineer,DALL-E,Research Summary,1,low,6.5,6.964526337809046,-4.65,medium,5,5,5.75,1,0,none,7,low,0,free,20,low
4266,4999,2023-03-30 00:09:10,Military Officer,Notion AI,Resume Building,1,medium,6.5,6.2530619328993895,2.47,medium,5,6,6.76,1,1,irrelevant,10,medium,1,free,52,medium
38170,62043,2024-02-13 23:33:30,Entrepreneur,Grammarly AI,UI Design,5,medium,8.5,4.244738439274672,42.55,high,8,3,7.4,0,0,none,9,medium,0,freemium,19,high
26555,107770,2023-02-07 23:43:23,Teacher,Midjourney,Code Generation,4,low,8.0,5.251655659878372,27.48,high,8,4,6.18,0,0,none,5,low,1,freemium,39,medium
46745,132500,2023-05-01 23:33:55,Video Editor,Cursor AI,Learning New Topic,6,medium,9.0,6.665261506989731,23.35,high,9,6,4.52,0,0,none,6,medium,1,paid,13,high
11125,197114,2023-02-02 07:07:47,Nurse,Claude,Data Analysis,6,medium,9.0,4.678181944340577,43.22,high,8,3,4.47,0,0,none,6,medium,0,free,15,low
48735,136724,2024-12-31 00:46:41,YouTuber,DALL-E,Business Strategy,2,low,7.0,5.742069914969135,12.58,medium,7,6,8.03,1,0,none,5,high,1,freemium,54,medium
20319,184609,2024-05-26 07:40:34,Journalist,Claude,Code Generation,2,medium,7.0,6.333598144799341,6.66,medium,6,7,3.37,1,1,incomplete,6,high,1,paid,10,low
29422,108028,2023-05-27 08:58:16,Researcher,Midjourney,Medical Notes,6,low,9.0,6.354630768405956,26.45,high,8,6,3.2,1,0,none,6,medium,0,free,24,low
26308,182431,2023-03-03 00:14:30,YouTuber,Synthesia,Data Analysis,4,low,8.0,5.99081575123537,20.09,high,8,5,3.66,0,1,incomplete,8,medium,0,free,60,medium
41844,92869,2024-04-11 16:17:13,Marketing Manager,Cursor AI,UI Design,3,low,7.5,4.342183397735991,31.58,medium,8,5,5.46,1,0,none,5,medium,1,freemium,32,high
23374,195229,2023-04-02 17:03:17,Scientist,Synthesia,Code Generation,1,high,6.5,6.1913608776284015,3.09,medium,6,6,5.47,1,1,irrelevant,9,low,1,free,33,medium
18508,140140,2023-10-06 06:32:03,Judge,Midjourney,Resume Building,1,high,6.5,6.256356800360292,2.44,medium,6,5,7.82,0,0,none,7,high,1,freemium,15,medium
47239,157255,2023-09-16 20:05:18,Accountant,Midjourney,Essay Writing,5,low,8.5,4.381294290610837,41.19,high,7,3,5.48,1,1,incomplete,9,high,1,freemium,10,high
49377,165723,2023-08-24 16:32:35,Video Editor,AutoGPT,Email Drafting,6,low,9.0,4.404096704731046,45.96,high,9,3,4.13,0,1,irrelevant,5,low,1,paid,12,high
8286,86016,2023-09-14 01:22:37,Content Creator,Notion AI,Exam Preparation,2,medium,7.0,5.746437913024337,12.54,medium,6,7,3.35,0,1,irrelevant,6,low,1,paid,42,low
4000,12854,2024-05-31 19:18:17,Police Officer,Perplexity AI,Marketing Copy,1,high,6.5,6.127242919032116,3.73,medium,6,6,7.83,1,0,none,10,high,0,free,59,low
40007,52804,2024-01-27 20:33:56,Student,AutoGPT,Code Generation,5,high,8.5,6.906862718375281,15.93,high,9,7,8.02,1,0,none,5,medium,1,paid,31,medium
26076,195978,2023-07-09 16:36:09,Student,Notion AI,Video Creation,2,high,7.0,4.640139494200442,23.6,medium,7,5,3.27,0,0,none,8,medium,1,free,14,low
32733,180738,2023-02-10 10:25:17,Doctor,Pictory,Data Analysis,4,low,8.0,4.909354878428417,30.91,high,7,4,7.44,0,0,none,8,low,1,free,9,low
32588,180831,2024-06-05 20:02:08,Content Creator,Notion AI,Resume Building,4,low,8.0,5.996404250571926,20.04,high,8,5,6.22,1,0,none,6,low,1,free,56,low
22058,8157,2023-09-20 17:24:39,Entrepreneur,Claude,Presentation Creation,5,low,8.5,5.147799618649289,33.52,high,8,5,8.68,0,0,none,5,high,0,freemium,40,low
24662,7624,2023-04-03 06:49:45,Accountant,Gemini,Legal Drafting,1,low,6.5,6.589773138997717,-0.9,medium,7,5,8.72,0,0,none,5,high,0,paid,59,high
38099,12240,2023-11-26 08:46:36,Military Officer,Midjourney,Legal Drafting,6,medium,9.0,3.04280725817343,59.57,high,8,2,4.11,1,0,none,6,medium,0,freemium,55,medium
3988,34892,2023-06-11 08:26:43,Architect,Canva AI,Learning New Topic,1,medium,6.5,5.855400844151785,6.45,medium,6,5,8.92,1,0,none,8,high,1,freemium,38,medium
26600,61689,2024-07-17 06:41:35,Pharmacist,Synthesia,Exam Preparation,6,low,9.0,4.1115835102594875,48.88,high,9,4,6.51,0,0,none,8,low,0,paid,49,high
8588,140161,2023-04-03 15:42:47,Accountant,Notion AI,Email Drafting,6,high,9.0,5.305592810189442,36.94,high,9,3,6.01,1,0,none,10,high,0,paid,9,low
24143,123511,2024-12-21 05:03:38,Nurse,Midjourney,Video Creation,3,low,7.5,6.384130636847155,11.16,medium,6,5,7.99,0,0,none,8,medium,1,paid,15,medium
49490,7368,2023-12-03 10:12:34,Content Creator,Canva AI,Learning New Topic,2,high,7.0,6.214850007806874,7.85,medium,7,5,4.26,1,0,none,9,high,0,paid,42,medium
14993,94900,2023-09-27 04:21:13,Researcher,Grammarly AI,Video Creation,5,medium,8.5,6.868972396825761,16.31,high,8,7,7.54,0,1,incomplete,5,high,0,freemium,50,low
30368,160422,2023-02-27 06:19:00,Video Editor,Synthesia,Legal Drafting,1,high,6.5,3.3762955662974945,31.24,medium,5,3,6.38,1,0,none,6,medium,1,freemium,32,low
11412,176662,2024-06-05 03:07:14,Police Officer,Pictory,Code Generation,4,low,8.0,3.710043584650774,42.9,high,8,4,7.54,1,0,none,9,medium,0,paid,14,high
25542,126140,2023-02-20 04:46:36,Military Officer,ChatGPT,Email Drafting,4,high,8.0,6.489024816747412,15.11,high,8,5,6.95,1,0,none,9,high,0,freemium,6,medium
40204,94793,2023-10-21 15:15:04,Sales Executive,Pictory,Legal Drafting,5,high,8.5,6.292928905574405,22.07,high,7,5,4.47,1,0,none,10,medium,1,free,28,medium
347,136773,2023-03-20 10:02:58,Software Developer,Synthesia,Essay Writing,2,high,7.0,6.340733730426833,6.59,medium,7,7,5.36,1,1,hallucination,7,high,0,paid,21,medium
4296,137310,2023-09-23 18:20:29,Marketing Manager,Claude,Exam Preparation,4,high,8.0,4.16996613401496,38.3,high,8,5,4.03,0,0,none,9,medium,0,paid,5,low
36796,85602,2024-09-18 21:52:04,Architect,Cursor AI,Email Drafting,4,medium,8.0,4.309260621467036,36.91,high,7,5,8.51,0,1,incomplete,9,medium,0,free,28,medium
2349,108640,2023-03-06 23:20:02,Military Officer,Runway AI,Marketing Copy,4,medium,8.0,5.053890325544833,29.46,high,8,4,4.51,0,0,none,9,low,0,free,49,high
8525,181955,2023-07-12 02:53:12,Software Developer,Synthesia,Data Analysis,3,low,7.5,6.836188693129828,6.64,medium,7,6,5.51,1,0,none,10,low,1,free,57,high
48165,99350,2023-07-31 00:12:45,Pharmacist,Grammarly AI,Medical Notes,5,high,8.5,4.0053700001699974,44.95,high,8,2,8.03,0,1,incomplete,9,low,0,paid,48,medium
45225,108832,2023-11-07 03:05:46,Software Developer,GitHub Copilot,Image Generation,2,high,7.0,4.814054619040012,21.86,medium,6,5,8.54,1,0,none,9,high,1,freemium,43,high
27083,171839,2023-08-11 08:25:32,Police Officer,Canva AI,Data Analysis,1,low,6.5,3.738340636080145,27.62,medium,7,4,8.94,0,0,none,8,low,0,free,59,high
27384,198057,2024-10-01 21:19:16,Police Officer,Replit Ghostwriter,Code Debugging,1,high,6.5,6.821229220380663,-3.21,medium,6,5,6.52,0,1,incomplete,10,low,1,free,23,low
12121,199296,2023-01-21 05:43:37,Sales Executive,Midjourney,Learning New Topic,4,medium,8.0,5.572533924215362,24.27,high,8,5,5.04,1,0,none,9,low,0,paid,36,low
17099,6169,2024-08-14 21:13:32,Scientist,ChatGPT,Essay Writing,3,low,10.0,4.191962876572663,58.08,high,9,5,5.37,1,0,none,7,high,1,free,57,high
29271,136146,2024-05-05 09:21:29,Software Developer,DALL-E,Video Creation,6,medium,9.0,4.831007085472142,41.69,high,8,5,7.51,0,1,irrelevant,9,low,1,freemium,24,low
41066,119043,2024-03-24 19:57:51,Software Developer,Replit Ghostwriter,Marketing Copy,1,low,6.5,3.6111369367565813,28.89,medium,6,4,4.62,1,0,none,10,high,0,freemium,44,high
36884,72131,2023-04-19 14:37:28,Content Creator,Runway AI,Research Summary,5,low,8.5,4.034532635430905,44.65,high,9,3,3.1,0,1,hallucination,5,medium,0,paid,54,low
46630,74565,2024-03-08 17:12:37,Entrepreneur,Perplexity AI,Legal Drafting,4,high,8.0,4.392951211385136,36.07,high,8,5,3.92,0,0,none,5,low,0,freemium,51,high
36652,14310,2024-05-15 02:47:04,Architect,GitHub Copilot,UI Design,5,high,8.5,5.14205509796091,33.58,high,8,5,3.0,0,1,irrelevant,9,medium,0,paid,10,high
42323,8138,2024-07-21 05:21:54,Student,Pictory,Learning New Topic,2,high,7.0,4.53550658176172,24.64,medium,7,3,6.85,0,0,none,7,high,1,paid,28,low
39750,21181,2023-03-21 13:13:47,Electrical Engineer,Cursor AI,Image Generation,3,medium,7.5,4.663616683550014,28.36,medium,7,4,8.54,1,0,none,5,medium,1,free,37,high
30811,192645,2024-03-19 08:46:40,HR Manager,Notion AI,Marketing Copy,2,low,7.0,3.463175866589768,35.37,medium,7,2,4.84,0,0,none,6,high,0,paid,40,high
18579,67916,2024-04-02 13:38:59,Nurse,Synthesia,Exam Preparation,3,low,7.5,3.7674634745761026,37.33,medium,8,4,7.16,1,0,none,10,high,1,freemium,35,low
14690,183581,2024-09-11 18:25:41,Sales Executive,DALL-E,Presentation Creation,3,low,7.5,3.4034352077859285,40.97,medium,8,4,5.71,0,1,incomplete,7,medium,0,freemium,10,low
22851,158711,2024-09-03 23:47:49,Pharmacist,Grammarly AI,Email Drafting,5,low,8.5,6.276627434040382,22.23,high,8,6,7.3,1,0,none,6,low,0,free,18,medium
3042,140963,2023-05-16 06:28:03,Police Officer,Claude,Learning New Topic,3,medium,7.5,6.604966371758055,8.95,medium,6,7,6.59,0,0,none,8,medium,1,paid,55,low
44037,184155,2023-02-07 16:33:54,Interior Designer,Synthesia,Video Creation,2,low,7.0,4.103665886856025,28.96,medium,7,4,6.93,1,0,none,7,medium,1,free,34,low
34229,198124,2023-01-18 21:28:31,Business Analyst,Synthesia,Business Strategy,5,low,8.5,5.1571081505568355,33.43,high,8,4,4.11,0,0,none,8,low,0,paid,32,low
11269,59950,2023-03-27 07:58:40,Student,Grammarly AI,Email Drafting,3,high,7.5,4.953404096684222,25.47,medium,6,4,5.2,1,0,none,9,low,1,free,12,medium
12040,118329,2024-03-11 05:02:48,Civil Engineer,Perplexity AI,Code Debugging,5,high,8.5,6.64913659773419,18.51,high,9,6,6.25,1,1,irrelevant,7,low,1,free,54,high
6330,164913,2023-04-21 06:47:51,Architect,Gemini,Research Summary,1,low,6.5,6.328881304282019,1.71,medium,7,7,4.38,1,1,incomplete,7,low,1,freemium,44,medium
48172,70032,2023-11-05 13:36:09,Scientist,Notion AI,Business Strategy,1,high,6.5,3.1909279840418563,33.09,medium,5,4,4.05,1,0,none,10,low,0,paid,56,medium
17570,154423,2024-10-24 13:01:20,Journalist,Runway AI,Essay Writing,1,high,6.5,3.6282441082924057,28.72,medium,6,5,6.36,1,1,incomplete,5,high,1,paid,9,high
22475,169468,2024-05-23 21:01:00,Architect,DALL-E,Code Debugging,5,low,8.5,3.988036245037343,45.12,high,9,3,6.57,0,0,none,7,medium,0,free,43,high
39326,149063,2023-01-16 08:39:36,Police Officer,Replit Ghostwriter,Essay Writing,1,medium,6.5,6.666834217719586,-1.67,medium,6,7,4.91,0,1,hallucination,9,high,1,freemium,46,low
37511,81522,2023-06-04 17:03:57,Doctor,Runway AI,Video Creation,2,high,7.0,3.9298219064410893,30.7,medium,6,3,5.47,0,1,irrelevant,9,low,0,freemium,50,medium
22719,64467,2023-03-17 08:19:46,Interior Designer,Pictory,Code Generation,5,high,8.5,5.059799718306229,34.4,high,9,4,4.47,0,0,none,5,medium,1,freemium,7,low
25840,97869,2023-03-04 05:57:44,Video Editor,Cursor AI,UI Design,4,medium,8.0,6.768132460203152,12.32,high,8,7,3.12,1,1,incomplete,8,low,0,paid,17,high
4356,10399,2023-07-22 11:46:39,Nurse,ChatGPT,Essay Writing,5,low,10.0,4.480831940031458,55.19,high,10,5,6.8,1,0,none,7,low,1,paid,23,low
1804,116977,2024-01-23 06:31:56,Entrepreneur,Pictory,Medical Notes,3,high,7.5,3.1424922966014677,43.58,medium,6,2,7.59,1,0,none,10,high,0,freemium,42,high
4869,23539,2024-02-26 08:31:57,Marketing Manager,GitHub Copilot,Resume Building,1,high,6.5,5.180215000884247,13.2,medium,6,5,8.37,1,0,none,8,high,1,paid,5,medium
6372,107350,2023-11-21 01:32:36,Journalist,Claude,Business Strategy,3,low,7.5,4.630592037930814,28.69,medium,7,5,7.67,1,0,none,10,high,0,paid,32,medium
45175,67839,2024-05-25 21:25:40,Teacher,Cursor AI,Exam Preparation,1,medium,6.5,3.1362066284433356,33.64,medium,5,2,4.68,1,0,none,10,low,1,free,59,low
10719,124960,2023-04-13 15:10:02,Nurse,Runway AI,Exam Preparation,6,medium,9.0,3.17181964805236,58.28,high,8,2,4.75,0,0,none,5,medium,0,free,41,medium
29237,102682,2023-10-21 02:24:58,Police Officer,GitHub Copilot,Learning New Topic,3,medium,7.5,5.900915191543026,15.99,medium,7,4,4.12,0,1,irrelevant,8,medium,0,freemium,54,high
19144,198711,2023-03-03 21:37:41,Military Officer,Cursor AI,Image Generation,1,high,6.5,4.9937233453205785,15.06,medium,5,4,7.23,0,0,none,10,medium,1,free,26,medium
1810,54350,2024-07-05 04:16:38,Data Scientist,Synthesia,Business Strategy,1,medium,6.5,3.4904278529710355,30.1,medium,6,2,5.33,1,0,none,9,high,1,free,20,high
2349,60409,2023-12-08 11:45:56,Researcher,Synthesia,Presentation Creation,4,low,8.0,6.4903926491258765,15.1,high,8,6,5.6,1,1,hallucination,6,medium,1,free,60,high
9920,181603,2024-10-19 03:54:30,Accountant,Midjourney,Code Debugging,3,high,7.5,3.325645019184931,41.74,medium,7,3,4.43,0,0,none,10,low,0,freemium,39,low
19500,53599,2023-10-13 04:30:03,Judge,Cursor AI,Resume Building,2,low,7.0,4.81908137456324,21.81,medium,6,4,6.58,1,0,none,9,low,1,free,11,high
26643,195905,2023-09-08 19:00:47,Accountant,Synthesia,Presentation Creation,1,high,6.5,4.405982167756126,20.94,medium,6,5,6.83,1,1,incomplete,5,medium,0,freemium,51,low
14839,62816,2024-12-04 04:12:42,Entrepreneur,Replit Ghostwriter,Image Generation,3,low,7.5,5.849666801577127,16.5,medium,7,5,7.13,0,0,none,8,high,1,paid,12,low
34820,196973,2023-11-03 09:26:44,Electrical Engineer,ChatGPT,Essay Writing,1,high,9.0,3.7262187319236966,52.74,high,8,4,7.16,0,0,none,9,medium,0,free,28,high
21374,35894,2024-02-22 02:56:27,Entrepreneur,Pictory,Data Analysis,1,high,6.5,5.641433069436225,8.59,medium,7,6,7.87,1,0,none,6,medium,0,free,27,low
30176,116226,2024-10-25 05:17:01,Teacher,Perplexity AI,Code Generation,4,high,8.0,5.476121699729434,25.24,high,8,4,4.7,1,1,incomplete,9,low,1,paid,14,medium
38356,16788,2023-05-31 11:03:48,Journalist,Cursor AI,Presentation Creation,4,high,8.0,4.784916391778497,32.15,high,8,5,4.18,1,1,incomplete,7,low,1,free,35,high
40099,103965,2024-08-22 06:21:48,Teacher,Notion AI,Code Generation,3,high,7.5,3.8723134510553723,36.28,medium,7,2,8.25,1,0,none,8,low,1,paid,49,medium
44181,196593,2024-08-03 19:54:43,Graphic Designer,Claude,UI Design,3,medium,7.5,4.37190597393176,31.28,medium,6,3,5.68,0,1,irrelevant,9,low,1,paid,24,medium
49361,15120,2024-06-06 13:32:01,Civil Engineer,Grammarly AI,Business Strategy,5,low,8.5,3.1214263823832993,53.79,high,8,3,8.1,1,0,none,10,medium,0,freemium,40,high
17509,25604,2024-09-25 20:46:03,Software Developer,Synthesia,Data Analysis,1,low,6.5,6.01477912102893,4.85,medium,7,4,7.48,1,0,none,5,low,0,paid,35,medium
4906,25101,2023-11-27 14:08:02,Business Analyst,AutoGPT,Image Generation,1,medium,6.5,4.385464510864152,21.15,medium,6,3,4.97,0,0,none,9,high,1,paid,49,medium
38564,159378,2024-08-15 15:35:56,Video Editor,Cursor AI,Presentation Creation,4,low,8.0,5.639741607703257,23.6,high,8,6,8.75,1,1,incomplete,9,medium,0,free,12,low
19665,8451,2024-11-26 21:49:35,Civil Engineer,DALL-E,Video Creation,2,medium,7.0,4.783195732384282,22.17,medium,6,3,3.71,1,0,none,9,high,1,paid,11,high
19347,20358,2024-11-13 18:45:20,Military Officer,GitHub Copilot,Research Summary,3,low,7.5,6.606058644451045,8.94,medium,8,6,8.88,1,1,irrelevant,6,medium,1,free,53,low
17014,121872,2023-07-01 21:23:57,Lawyer,ChatGPT,Code Generation,6,high,9.0,3.3639595378540705,56.36,high,9,2,5.99,1,0,none,8,low,1,free,38,high
5803,103010,2024-06-20 18:52:29,Marketing Manager,Gemini,Code Generation,5,medium,8.5,4.919025186493222,35.81,high,9,5,3.23,0,0,none,9,medium,0,free,25,high
20940,54774,2023-11-13 06:49:09,Nurse,ChatGPT,Email Drafting,3,medium,7.5,4.971501128524748,25.28,medium,6,5,7.59,1,1,irrelevant,6,high,0,free,12,low
4351,138150,2024-12-01 21:10:48,Doctor,Gemini,Exam Preparation,2,low,7.0,4.902533937291716,20.97,medium,7,5,5.0,1,1,incomplete,7,medium,1,freemium,8,medium
12064,31410,2023-02-22 20:40:53,Nurse,Claude,Code Debugging,2,low,7.0,6.4517980559894905,5.48,medium,6,6,4.78,1,1,incomplete,7,high,1,free,7,medium
7125,28378,2024-06-26 23:43:46,Data Scientist,ChatGPT,Legal Drafting,4,medium,8.0,6.57527019329893,14.25,high,8,7,4.35,1,1,hallucination,5,high,0,free,46,low
16511,148631,2023-10-19 23:23:05,Entrepreneur,AutoGPT,Video Creation,6,high,9.0,3.0641512517748937,59.36,high,9,4,7.26,0,1,irrelevant,8,low,1,freemium,28,high
10233,137420,2024-11-06 01:05:47,Architect,DALL-E,Exam Preparation,4,low,8.0,4.309941949677906,36.9,high,8,4,6.81,0,1,irrelevant,7,medium,1,free,12,low
2848,76220,2024-09-03 15:26:46,Entrepreneur,ChatGPT,Business Strategy,2,low,7.0,5.0354539410779875,19.65,medium,7,3,6.07,1,0,none,9,medium,0,freemium,20,high
29000,29247,2023-02-10 11:51:44,Professor,Perplexity AI,Blog Writing,6,low,9.0,3.8861836325967474,51.14,high,9,4,6.4,0,1,incomplete,8,medium,1,freemium,10,low
10493,193626,2024-09-01 02:23:04,Military Officer,DALL-E,Marketing Copy,2,medium,7.0,3.7195563165721373,32.8,medium,7,4,5.87,1,0,none,10,medium,0,freemium,41,high
47186,188811,2024-09-20 15:08:37,Nurse,Runway AI,Blog Writing,3,low,7.5,3.1685634961980775,43.31,medium,8,2,7.51,1,0,none,7,medium,1,free,47,low
7306,102154,2023-06-11 02:41:42,Teacher,AutoGPT,Presentation Creation,3,medium,7.5,3.502667632249398,39.97,medium,7,2,5.49,1,0,none,6,low,1,paid,6,low
1644,141981,2023-04-04 06:24:33,YouTuber,Grammarly AI,Email Drafting,1,high,6.5,4.517463082021096,19.83,medium,5,5,3.04,1,0,none,6,medium,1,paid,23,medium
31046,62808,2023-01-20 18:56:13,Researcher,Synthesia,Resume Building,3,low,7.5,3.487227505948774,40.13,medium,7,3,8.59,1,1,hallucination,5,medium,1,freemium,14,low
44413,180002,2024-08-12 13:01:33,Lawyer,ChatGPT,Marketing Copy,2,medium,7.0,5.991762493048631,10.08,medium,6,5,7.56,1,0,none,8,high,0,free,43,low
23791,81659,2023-07-13 09:29:11,Nurse,Grammarly AI,Medical Notes,6,high,9.0,6.418008833374615,25.82,high,9,7,4.07,1,0,none,8,medium,1,paid,60,medium
15322,171054,2024-10-01 16:54:03,Scientist,Claude,Medical Notes,3,medium,7.5,6.875899224427921,6.24,medium,6,6,6.67,0,0,none,8,low,1,freemium,25,medium
46895,98684,2024-12-24 13:07:19,Judge,AutoGPT,Code Debugging,6,low,9.0,5.495429015665803,35.05,high,9,5,3.95,1,0,none,6,medium,0,paid,58,low
20047,49905,2023-11-08 03:53:50,Sales Executive,Midjourney,Code Generation,4,low,8.0,6.371158138109843,16.29,high,7,6,7.6,1,0,none,5,high,1,free,35,medium
48421,12486,2024-03-26 11:09:50,Journalist,GitHub Copilot,Research Summary,2,low,7.0,4.7656823401200334,22.34,medium,7,4,7.63,1,0,none,8,low,0,freemium,34,low
34678,95507,2023-11-11 16:19:31,Graphic Designer,GitHub Copilot,Code Debugging,2,low,10.0,6.5261519006319055,34.74,high,10,7,8.33,1,0,none,6,high,1,paid,45,low
13249,188277,2023-03-26 03:31:51,Architect,AutoGPT,Legal Drafting,5,low,8.5,3.399890744266344,51.0,high,8,4,5.1,0,0,none,9,low,0,paid,11,high
15951,179282,2023-05-11 05:53:39,Lawyer,Runway AI,Learning New Topic,5,low,8.5,6.647119358472848,18.53,high,8,7,7.97,0,0,none,6,high,1,paid,38,low
12870,68137,2024-11-13 00:42:56,Marketing Manager,Cursor AI,Essay Writing,6,high,9.0,3.0721249076176265,59.28,high,9,3,8.74,1,1,irrelevant,8,medium,0,paid,6,low
37820,169394,2024-09-17 06:10:26,Scientist,Pictory,Resume Building,1,high,6.5,4.681989791729295,18.18,medium,7,5,6.63,0,1,irrelevant,5,medium,0,freemium,12,medium
11541,49235,2024-11-27 13:28:33,Police Officer,GitHub Copilot,UI Design,4,medium,8.0,6.686393589711187,13.14,high,7,6,5.42,0,0,none,8,high,1,free,36,medium
30894,117193,2023-02-23 16:36:34,Architect,Perplexity AI,Data Analysis,1,medium,6.5,6.859202539128793,-3.59,medium,6,5,6.8,0,0,none,6,high,0,paid,26,low
2661,91872,2023-05-13 14:25:33,Interior Designer,Canva AI,Blog Writing,5,low,8.5,3.0971891430274447,54.03,high,9,3,8.1,0,1,irrelevant,7,high,0,free,59,medium
27269,185516,2024-04-12 22:01:56,Content Creator,GitHub Copilot,Data Analysis,1,medium,6.5,6.17477000489507,3.25,medium,6,5,8.77,0,1,incomplete,9,high,1,paid,58,low
11341,154933,2024-12-11 09:15:33,Data Scientist,Notion AI,Video Creation,5,low,8.5,6.5345747065427116,19.65,high,8,7,6.26,1,0,none,9,medium,1,paid,13,medium
40000,101790,2023-10-25 10:05:46,Entrepreneur,Claude,Legal Drafting,4,low,8.0,3.00905336675347,49.91,high,8,4,6.18,1,1,hallucination,7,low,0,freemium,31,medium
12191,163282,2023-09-29 14:42:34,Entrepreneur,Cursor AI,Blog Writing,1,high,6.5,3.623612519944229,28.76,medium,5,3,4.8,0,1,irrelevant,5,medium,0,freemium,43,low
46770,33367,2023-02-01 01:33:25,Judge,DALL-E,Presentation Creation,6,medium,9.0,6.32540103336757,26.75,high,9,6,3.84,1,1,hallucination,8,low,1,freemium,31,medium
33054,20998,2023-05-11 00:31:44,Nurse,Notion AI,Medical Notes,6,high,9.0,4.662516468756632,43.37,high,8,5,6.44,0,0,none,10,high,0,free,38,medium
41164,134042,2023-07-06 01:22:05,Doctor,GitHub Copilot,Data Analysis,1,high,6.5,5.478007757094536,10.22,medium,6,4,4.05,1,0,none,9,medium,0,free,8,high
16545,127819,2024-08-11 19:39:57,Data Scientist,Grammarly AI,Resume Building,6,high,9.0,4.683381486552133,43.17,high,8,4,8.89,0,0,none,6,medium,0,freemium,23,high
18675,80226,2023-06-23 04:52:52,Content Creator,Notion AI,Code Debugging,4,low,8.0,4.646355711465429,33.54,high,8,3,7.75,1,1,irrelevant,9,low,1,free,59,low
20501,72315,2023-02-10 05:50:49,Electrical Engineer,Runway AI,Exam Preparation,4,high,8.0,4.084502644131567,39.15,high,8,3,7.15,0,0,none,5,medium,1,freemium,45,medium
7423,17461,2024-06-27 09:34:17,Student,Claude,Learning New Topic,1,high,6.5,5.794211677500956,7.06,medium,6,5,7.76,0,0,none,9,high,1,freemium,31,high
36577,53831,2024-07-02 06:59:22,Military Officer,Pictory,Image Generation,4,medium,8.0,6.445878082918666,15.54,high,8,5,7.53,1,0,none,6,high,1,freemium,5,low
26683,34337,2023-12-26 02:34:07,Interior Designer,Synthesia,Exam Preparation,1,high,6.5,5.862483050920003,6.38,medium,5,4,6.3,0,0,none,9,high,0,paid,60,low
4253,77202,2024-03-31 19:41:06,Video Editor,Runway AI,Code Generation,2,high,7.0,5.501470008588148,14.99,medium,6,5,3.1,1,1,irrelevant,8,low,1,paid,12,medium
4412,171093,2023-04-08 01:24:06,Entrepreneur,Midjourney,Legal Drafting,2,low,7.0,3.013944491102653,39.86,medium,7,2,5.34,1,1,irrelevant,6,high,1,free,24,medium
22480,27765,2024-01-16 07:23:50,Software Developer,Midjourney,Essay Writing,3,low,7.5,3.6338455241875907,38.66,medium,8,2,8.34,1,0,none,8,low,0,free,51,high
34071,72698,2024-05-08 20:23:45,YouTuber,AutoGPT,Research Summary,1,medium,6.5,4.691254351044825,18.09,medium,6,3,5.4,1,0,none,7,high,1,paid,55,low
5633,165941,2024-11-15 05:08:26,Mechanical Engineer,Grammarly AI,Video Creation,2,low,7.0,5.662657154056145,13.37,medium,6,6,5.47,0,1,hallucination,6,high,0,free,22,high
8277,4410,2023-04-23 10:48:24,Teacher,Grammarly AI,Research Summary,3,low,7.5,5.224504368739441,22.75,medium,6,3,5.35,0,0,none,7,medium,0,free,30,high
16365,140013,2024-04-24 03:08:16,Video Editor,Runway AI,Exam Preparation,6,medium,9.0,5.63280279266459,33.67,high,8,4,8.84,0,0,none,5,low,1,free,5,high
10364,85322,2024-10-30 02:15:03,Architect,Pictory,Code Debugging,3,high,7.5,5.2168289648676875,22.83,medium,8,3,6.61,1,0,none,6,medium,0,paid,10,high
